"","X_id","beachId","beachName","siteName","collectionDate","eColi","comments","geometry"
"7913",7913,1,"Marie Curtis Park East Beach","30W","2018-07-30",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"7914",7914,2,"Sunnyside Beach","22W","2018-07-30",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"7915",7915,2,"Sunnyside Beach","17W","2018-07-30",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"7916",7916,2,"Sunnyside Beach","18W","2018-07-30",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"7917",7917,2,"Sunnyside Beach","21W","2018-07-30",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"7918",7918,2,"Sunnyside Beach","23W","2018-07-30",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"7919",7919,2,"Sunnyside Beach","19W","2018-07-30",200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"7920",7920,2,"Sunnyside Beach","20W","2018-07-30",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"7921",7921,1,"Marie Curtis Park East Beach","29W","2018-07-29",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"7922",7922,1,"Marie Curtis Park East Beach","33W","2018-07-29",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"7923",7923,1,"Marie Curtis Park East Beach","32W","2018-07-29",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"7924",7924,1,"Marie Curtis Park East Beach","31W","2018-07-29",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"7925",7925,1,"Marie Curtis Park East Beach","30W","2018-07-29",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"7926",7926,2,"Sunnyside Beach","22W","2018-07-29",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"7927",7927,2,"Sunnyside Beach","17W","2018-07-29",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"7928",7928,2,"Sunnyside Beach","18W","2018-07-29",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"7929",7929,2,"Sunnyside Beach","21W","2018-07-29",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"7930",7930,2,"Sunnyside Beach","23W","2018-07-29",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"7931",7931,2,"Sunnyside Beach","19W","2018-07-29",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"7932",7932,2,"Sunnyside Beach","20W","2018-07-29",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"7933",7933,1,"Marie Curtis Park East Beach","29W","2018-07-28",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"7934",7934,1,"Marie Curtis Park East Beach","33W","2018-07-28",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"7935",7935,1,"Marie Curtis Park East Beach","32W","2018-07-28",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"7936",7936,1,"Marie Curtis Park East Beach","31W","2018-07-28",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"7937",7937,1,"Marie Curtis Park East Beach","30W","2018-07-28",190,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"7938",7938,2,"Sunnyside Beach","22W","2018-07-28",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"7939",7939,2,"Sunnyside Beach","17W","2018-07-28",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"7940",7940,2,"Sunnyside Beach","18W","2018-07-28",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"7941",7941,2,"Sunnyside Beach","21W","2018-07-28",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"7942",7942,2,"Sunnyside Beach","23W","2018-07-28",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"7943",7943,2,"Sunnyside Beach","19W","2018-07-28",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"7944",7944,2,"Sunnyside Beach","20W","2018-07-28",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"7945",7945,1,"Marie Curtis Park East Beach","29W","2018-07-27",770,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"7946",7946,1,"Marie Curtis Park East Beach","33W","2018-07-27",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"7947",7947,1,"Marie Curtis Park East Beach","32W","2018-07-27",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"7948",7948,1,"Marie Curtis Park East Beach","31W","2018-07-27",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"7949",7949,1,"Marie Curtis Park East Beach","30W","2018-07-27",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"7950",7950,2,"Sunnyside Beach","22W","2018-07-27",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"7951",7951,2,"Sunnyside Beach","17W","2018-07-27",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"7952",7952,2,"Sunnyside Beach","18W","2018-07-27",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"7953",7953,2,"Sunnyside Beach","21W","2018-07-27",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"7954",7954,2,"Sunnyside Beach","23W","2018-07-27",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"7955",7955,2,"Sunnyside Beach","19W","2018-07-27",170,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"7956",7956,2,"Sunnyside Beach","20W","2018-07-27",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"7957",7957,1,"Marie Curtis Park East Beach","29W","2018-07-26",540,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"7958",7958,1,"Marie Curtis Park East Beach","33W","2018-07-26",630,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"7959",7959,1,"Marie Curtis Park East Beach","32W","2018-07-26",560,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"7960",7960,1,"Marie Curtis Park East Beach","31W","2018-07-26",560,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"7961",7961,1,"Marie Curtis Park East Beach","30W","2018-07-26",590,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"7962",7962,2,"Sunnyside Beach","22W","2018-07-26",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"7963",7963,2,"Sunnyside Beach","17W","2018-07-26",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"7964",7964,2,"Sunnyside Beach","18W","2018-07-26",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"7965",7965,2,"Sunnyside Beach","21W","2018-07-26",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"7966",7966,2,"Sunnyside Beach","23W","2018-07-26",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"7967",7967,2,"Sunnyside Beach","19W","2018-07-26",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"7968",7968,2,"Sunnyside Beach","20W","2018-07-26",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"7969",7969,1,"Marie Curtis Park East Beach","29W","2018-07-25",400,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"7970",7970,1,"Marie Curtis Park East Beach","33W","2018-07-25",530,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"7971",7971,1,"Marie Curtis Park East Beach","32W","2018-07-25",540,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"7972",7972,1,"Marie Curtis Park East Beach","31W","2018-07-25",340,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"7973",7973,1,"Marie Curtis Park East Beach","30W","2018-07-25",390,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"7974",7974,2,"Sunnyside Beach","22W","2018-07-25",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"7975",7975,2,"Sunnyside Beach","17W","2018-07-25",230,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"7976",7976,2,"Sunnyside Beach","18W","2018-07-25",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"7977",7977,2,"Sunnyside Beach","21W","2018-07-25",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"7978",7978,2,"Sunnyside Beach","23W","2018-07-25",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"7979",7979,2,"Sunnyside Beach","19W","2018-07-25",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"7980",7980,2,"Sunnyside Beach","20W","2018-07-25",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"7981",7981,1,"Marie Curtis Park East Beach","29W","2018-07-24",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"7982",7982,1,"Marie Curtis Park East Beach","33W","2018-07-24",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"7983",7983,1,"Marie Curtis Park East Beach","32W","2018-07-24",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"7984",7984,1,"Marie Curtis Park East Beach","31W","2018-07-24",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"7985",7985,1,"Marie Curtis Park East Beach","30W","2018-07-24",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"7986",7986,2,"Sunnyside Beach","22W","2018-07-24",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"7987",7987,2,"Sunnyside Beach","17W","2018-07-24",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"7988",7988,2,"Sunnyside Beach","18W","2018-07-24",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"7989",7989,2,"Sunnyside Beach","21W","2018-07-24",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"7990",7990,2,"Sunnyside Beach","23W","2018-07-24",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"7991",7991,2,"Sunnyside Beach","19W","2018-07-24",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"7992",7992,2,"Sunnyside Beach","20W","2018-07-24",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"7993",7993,1,"Marie Curtis Park East Beach","29W","2018-07-23",260,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"7994",7994,1,"Marie Curtis Park East Beach","33W","2018-07-23",190,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"7995",7995,1,"Marie Curtis Park East Beach","32W","2018-07-23",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"7996",7996,1,"Marie Curtis Park East Beach","31W","2018-07-23",310,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"7997",7997,1,"Marie Curtis Park East Beach","30W","2018-07-23",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"7998",7998,2,"Sunnyside Beach","22W","2018-07-23",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"7999",7999,2,"Sunnyside Beach","17W","2018-07-23",260,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8000",8000,2,"Sunnyside Beach","18W","2018-07-23",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8001",8001,2,"Sunnyside Beach","21W","2018-07-23",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8002",8002,2,"Sunnyside Beach","23W","2018-07-23",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"8003",8003,2,"Sunnyside Beach","19W","2018-07-23",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"8004",8004,2,"Sunnyside Beach","20W","2018-07-23",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"8005",8005,1,"Marie Curtis Park East Beach","29W","2018-07-22",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"8006",8006,1,"Marie Curtis Park East Beach","33W","2018-07-22",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"8007",8007,1,"Marie Curtis Park East Beach","32W","2018-07-22",150,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"8008",8008,1,"Marie Curtis Park East Beach","31W","2018-07-22",210,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"8009",8009,1,"Marie Curtis Park East Beach","30W","2018-07-22",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"8010",8010,2,"Sunnyside Beach","22W","2018-07-22",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"8011",8011,2,"Sunnyside Beach","17W","2018-07-22",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8012",8012,2,"Sunnyside Beach","18W","2018-07-22",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8013",8013,2,"Sunnyside Beach","21W","2018-07-22",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8014",8014,2,"Sunnyside Beach","23W","2018-07-22",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"8015",8015,2,"Sunnyside Beach","19W","2018-07-22",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"8016",8016,2,"Sunnyside Beach","20W","2018-07-22",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"8017",8017,1,"Marie Curtis Park East Beach","29W","2018-07-21",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"8018",8018,1,"Marie Curtis Park East Beach","33W","2018-07-21",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"8019",8019,1,"Marie Curtis Park East Beach","32W","2018-07-21",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"8020",8020,1,"Marie Curtis Park East Beach","31W","2018-07-21",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"8021",8021,1,"Marie Curtis Park East Beach","30W","2018-07-21",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"8022",8022,2,"Sunnyside Beach","22W","2018-07-21",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"8023",8023,2,"Sunnyside Beach","17W","2018-07-21",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8024",8024,2,"Sunnyside Beach","18W","2018-07-21",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8025",8025,2,"Sunnyside Beach","21W","2018-07-21",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8026",8026,2,"Sunnyside Beach","23W","2018-07-21",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"8027",8027,2,"Sunnyside Beach","19W","2018-07-21",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"8028",8028,2,"Sunnyside Beach","20W","2018-07-21",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"8029",8029,1,"Marie Curtis Park East Beach","29W","2018-07-20",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"8030",8030,1,"Marie Curtis Park East Beach","33W","2018-07-20",240,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"8031",8031,1,"Marie Curtis Park East Beach","32W","2018-07-20",210,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"8032",8032,1,"Marie Curtis Park East Beach","31W","2018-07-20",230,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"8033",8033,1,"Marie Curtis Park East Beach","30W","2018-07-20",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"8034",8034,2,"Sunnyside Beach","22W","2018-07-20",150,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"8035",8035,2,"Sunnyside Beach","17W","2018-07-20",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8036",8036,2,"Sunnyside Beach","18W","2018-07-20",230,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8037",8037,2,"Sunnyside Beach","21W","2018-07-20",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8038",8038,2,"Sunnyside Beach","23W","2018-07-20",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"8039",8039,2,"Sunnyside Beach","19W","2018-07-20",210,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"8040",8040,2,"Sunnyside Beach","20W","2018-07-20",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"8041",8041,1,"Marie Curtis Park East Beach","29W","2018-07-19",500,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"8042",8042,1,"Marie Curtis Park East Beach","33W","2018-07-19",510,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"8043",8043,1,"Marie Curtis Park East Beach","32W","2018-07-19",720,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"8044",8044,1,"Marie Curtis Park East Beach","31W","2018-07-19",540,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"8045",8045,1,"Marie Curtis Park East Beach","30W","2018-07-19",470,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"8046",8046,2,"Sunnyside Beach","22W","2018-07-19",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"8047",8047,2,"Sunnyside Beach","17W","2018-07-19",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8048",8048,2,"Sunnyside Beach","18W","2018-07-19",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8049",8049,2,"Sunnyside Beach","21W","2018-07-19",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8050",8050,2,"Sunnyside Beach","23W","2018-07-19",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"8051",8051,2,"Sunnyside Beach","19W","2018-07-19",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"8052",8052,2,"Sunnyside Beach","20W","2018-07-19",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"8053",8053,1,"Marie Curtis Park East Beach","29W","2018-07-18",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"8054",8054,1,"Marie Curtis Park East Beach","33W","2018-07-18",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"8055",8055,1,"Marie Curtis Park East Beach","32W","2018-07-18",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"8056",8056,1,"Marie Curtis Park East Beach","31W","2018-07-18",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"8057",8057,1,"Marie Curtis Park East Beach","30W","2018-07-18",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"8058",8058,2,"Sunnyside Beach","22W","2018-07-18",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"8059",8059,2,"Sunnyside Beach","17W","2018-07-18",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8060",8060,2,"Sunnyside Beach","18W","2018-07-18",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8061",8061,2,"Sunnyside Beach","21W","2018-07-18",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8062",8062,2,"Sunnyside Beach","23W","2018-07-18",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"8063",8063,2,"Sunnyside Beach","19W","2018-07-18",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"8064",8064,2,"Sunnyside Beach","20W","2018-07-18",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"8065",8065,1,"Marie Curtis Park East Beach","29W","2018-07-17",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"8066",8066,1,"Marie Curtis Park East Beach","33W","2018-07-17",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"8067",8067,1,"Marie Curtis Park East Beach","32W","2018-07-17",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"8068",8068,1,"Marie Curtis Park East Beach","31W","2018-07-17",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"8069",8069,1,"Marie Curtis Park East Beach","30W","2018-07-17",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"8070",8070,2,"Sunnyside Beach","22W","2018-07-17",260,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"8071",8071,2,"Sunnyside Beach","17W","2018-07-17",150,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8072",8072,2,"Sunnyside Beach","18W","2018-07-17",220,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8073",8073,2,"Sunnyside Beach","21W","2018-07-17",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8074",8074,2,"Sunnyside Beach","23W","2018-07-17",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"8075",8075,2,"Sunnyside Beach","19W","2018-07-17",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"8076",8076,2,"Sunnyside Beach","20W","2018-07-17",200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"8077",8077,1,"Marie Curtis Park East Beach","29W","2018-07-16",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"8078",8078,1,"Marie Curtis Park East Beach","33W","2018-07-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"8079",8079,1,"Marie Curtis Park East Beach","32W","2018-07-16",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"8080",8080,1,"Marie Curtis Park East Beach","31W","2018-07-16",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"8081",8081,1,"Marie Curtis Park East Beach","30W","2018-07-16",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"8082",8082,2,"Sunnyside Beach","22W","2018-07-16",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"8083",8083,2,"Sunnyside Beach","17W","2018-07-16",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8084",8084,2,"Sunnyside Beach","18W","2018-07-16",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8085",8085,2,"Sunnyside Beach","21W","2018-07-16",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8086",8086,2,"Sunnyside Beach","23W","2018-07-16",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"8087",8087,2,"Sunnyside Beach","19W","2018-07-16",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"8088",8088,2,"Sunnyside Beach","20W","2018-07-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"8089",8089,1,"Marie Curtis Park East Beach","29W","2018-07-15",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"8090",8090,1,"Marie Curtis Park East Beach","33W","2018-07-15",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"8091",8091,1,"Marie Curtis Park East Beach","32W","2018-07-15",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"8092",8092,1,"Marie Curtis Park East Beach","31W","2018-07-15",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"8093",8093,1,"Marie Curtis Park East Beach","30W","2018-07-15",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"8094",8094,2,"Sunnyside Beach","22W","2018-07-15",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"8095",8095,2,"Sunnyside Beach","17W","2018-07-15",240,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"8096",8096,2,"Sunnyside Beach","18W","2018-07-15",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"8097",8097,2,"Sunnyside Beach","21W","2018-07-15",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"8098",8098,2,"Sunnyside Beach","23W","2018-07-15",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
