"","X_id","beachId","beachName","siteName","collectionDate","eColi","comments","geometry"
"191",191,2,"Sunnyside Beach","19W","2024-08-24",280,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"192",192,2,"Sunnyside Beach","22W","2024-08-24",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"193",193,1,"Marie Curtis Park East Beach","29W","2024-08-23",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"194",194,1,"Marie Curtis Park East Beach","33W","2024-08-23",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"195",195,1,"Marie Curtis Park East Beach","32W","2024-08-23",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"196",196,1,"Marie Curtis Park East Beach","31W","2024-08-23",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"197",197,1,"Marie Curtis Park East Beach","30W","2024-08-23",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"198",198,2,"Sunnyside Beach","23W","2024-08-23",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"199",199,2,"Sunnyside Beach","18W","2024-08-23",300,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"200",200,2,"Sunnyside Beach","17W","2024-08-23",490,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"201",201,2,"Sunnyside Beach","20W","2024-08-23",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"202",202,2,"Sunnyside Beach","21W","2024-08-23",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"203",203,2,"Sunnyside Beach","19W","2024-08-23",190,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"204",204,2,"Sunnyside Beach","22W","2024-08-23",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"205",205,1,"Marie Curtis Park East Beach","29W","2024-08-22",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"206",206,1,"Marie Curtis Park East Beach","33W","2024-08-22",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"207",207,1,"Marie Curtis Park East Beach","32W","2024-08-22",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"208",208,1,"Marie Curtis Park East Beach","31W","2024-08-22",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"209",209,1,"Marie Curtis Park East Beach","30W","2024-08-22",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"210",210,2,"Sunnyside Beach","23W","2024-08-22",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"211",211,2,"Sunnyside Beach","18W","2024-08-22",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"212",212,2,"Sunnyside Beach","17W","2024-08-22",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"213",213,2,"Sunnyside Beach","20W","2024-08-22",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"214",214,2,"Sunnyside Beach","21W","2024-08-22",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"215",215,2,"Sunnyside Beach","19W","2024-08-22",160,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"216",216,2,"Sunnyside Beach","22W","2024-08-22",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"217",217,1,"Marie Curtis Park East Beach","29W","2024-08-21",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"218",218,1,"Marie Curtis Park East Beach","33W","2024-08-21",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"219",219,1,"Marie Curtis Park East Beach","32W","2024-08-21",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"220",220,1,"Marie Curtis Park East Beach","31W","2024-08-21",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"221",221,1,"Marie Curtis Park East Beach","30W","2024-08-21",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"222",222,2,"Sunnyside Beach","23W","2024-08-21",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"223",223,2,"Sunnyside Beach","18W","2024-08-21",190,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"224",224,2,"Sunnyside Beach","17W","2024-08-21",200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"225",225,2,"Sunnyside Beach","20W","2024-08-21",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"226",226,2,"Sunnyside Beach","21W","2024-08-21",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"227",227,2,"Sunnyside Beach","19W","2024-08-21",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"228",228,2,"Sunnyside Beach","22W","2024-08-21",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"229",229,1,"Marie Curtis Park East Beach","29W","2024-08-20",300,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"230",230,1,"Marie Curtis Park East Beach","33W","2024-08-20",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"231",231,1,"Marie Curtis Park East Beach","32W","2024-08-20",350,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"232",232,1,"Marie Curtis Park East Beach","31W","2024-08-20",270,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"233",233,1,"Marie Curtis Park East Beach","30W","2024-08-20",330,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"234",234,2,"Sunnyside Beach","23W","2024-08-20",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"235",235,2,"Sunnyside Beach","18W","2024-08-20",350,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"236",236,2,"Sunnyside Beach","17W","2024-08-20",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"237",237,2,"Sunnyside Beach","20W","2024-08-20",150,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"238",238,2,"Sunnyside Beach","21W","2024-08-20",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"239",239,2,"Sunnyside Beach","19W","2024-08-20",380,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"240",240,2,"Sunnyside Beach","22W","2024-08-20",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"241",241,1,"Marie Curtis Park East Beach","29W","2024-08-19",370,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"242",242,1,"Marie Curtis Park East Beach","33W","2024-08-19",250,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"243",243,1,"Marie Curtis Park East Beach","32W","2024-08-19",370,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"244",244,1,"Marie Curtis Park East Beach","31W","2024-08-19",360,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"245",245,1,"Marie Curtis Park East Beach","30W","2024-08-19",350,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"246",246,2,"Sunnyside Beach","23W","2024-08-19",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"247",247,2,"Sunnyside Beach","18W","2024-08-19",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"248",248,2,"Sunnyside Beach","17W","2024-08-19",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"249",249,2,"Sunnyside Beach","20W","2024-08-19",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"250",250,2,"Sunnyside Beach","21W","2024-08-19",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"251",251,2,"Sunnyside Beach","19W","2024-08-19",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"252",252,2,"Sunnyside Beach","22W","2024-08-19",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"253",253,1,"Marie Curtis Park East Beach","29W","2024-08-18",300,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"254",254,1,"Marie Curtis Park East Beach","33W","2024-08-18",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"255",255,1,"Marie Curtis Park East Beach","32W","2024-08-18",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"256",256,1,"Marie Curtis Park East Beach","31W","2024-08-18",210,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"257",257,1,"Marie Curtis Park East Beach","30W","2024-08-18",340,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"258",258,2,"Sunnyside Beach","23W","2024-08-18",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"259",259,2,"Sunnyside Beach","18W","2024-08-18",600,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"260",260,2,"Sunnyside Beach","17W","2024-08-18",320,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"261",261,2,"Sunnyside Beach","20W","2024-08-18",240,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"262",262,2,"Sunnyside Beach","21W","2024-08-18",190,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"263",263,2,"Sunnyside Beach","19W","2024-08-18",350,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"264",264,2,"Sunnyside Beach","22W","2024-08-18",280,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"265",265,1,"Marie Curtis Park East Beach","29W","2024-08-17",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"266",266,1,"Marie Curtis Park East Beach","33W","2024-08-17",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"267",267,1,"Marie Curtis Park East Beach","32W","2024-08-17",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"268",268,1,"Marie Curtis Park East Beach","31W","2024-08-17",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"269",269,1,"Marie Curtis Park East Beach","30W","2024-08-17",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"270",270,2,"Sunnyside Beach","23W","2024-08-17",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"271",271,2,"Sunnyside Beach","18W","2024-08-17",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"272",272,2,"Sunnyside Beach","17W","2024-08-17",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"273",273,2,"Sunnyside Beach","20W","2024-08-17",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"274",274,2,"Sunnyside Beach","21W","2024-08-17",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"275",275,2,"Sunnyside Beach","19W","2024-08-17",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"276",276,2,"Sunnyside Beach","22W","2024-08-17",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"277",277,1,"Marie Curtis Park East Beach","29W","2024-08-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"278",278,1,"Marie Curtis Park East Beach","33W","2024-08-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"279",279,1,"Marie Curtis Park East Beach","32W","2024-08-16",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"280",280,1,"Marie Curtis Park East Beach","31W","2024-08-16",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"281",281,1,"Marie Curtis Park East Beach","30W","2024-08-16",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"282",282,2,"Sunnyside Beach","23W","2024-08-16",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"283",283,2,"Sunnyside Beach","18W","2024-08-16",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"284",284,2,"Sunnyside Beach","17W","2024-08-16",160,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"285",285,2,"Sunnyside Beach","20W","2024-08-16",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"286",286,2,"Sunnyside Beach","21W","2024-08-16",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"287",287,2,"Sunnyside Beach","19W","2024-08-16",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"288",288,2,"Sunnyside Beach","22W","2024-08-16",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"289",289,1,"Marie Curtis Park East Beach","29W","2024-08-15",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"290",290,1,"Marie Curtis Park East Beach","33W","2024-08-15",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"291",291,1,"Marie Curtis Park East Beach","32W","2024-08-15",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"292",292,1,"Marie Curtis Park East Beach","31W","2024-08-15",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"293",293,1,"Marie Curtis Park East Beach","30W","2024-08-15",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"294",294,2,"Sunnyside Beach","23W","2024-08-15",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"295",295,2,"Sunnyside Beach","18W","2024-08-15",220,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"296",296,2,"Sunnyside Beach","17W","2024-08-15",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"297",297,2,"Sunnyside Beach","20W","2024-08-15",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"298",298,2,"Sunnyside Beach","21W","2024-08-15",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"299",299,2,"Sunnyside Beach","19W","2024-08-15",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"300",300,2,"Sunnyside Beach","22W","2024-08-15",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"301",301,1,"Marie Curtis Park East Beach","29W","2024-08-14",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"302",302,1,"Marie Curtis Park East Beach","33W","2024-08-14",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"303",303,1,"Marie Curtis Park East Beach","32W","2024-08-14",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"304",304,1,"Marie Curtis Park East Beach","31W","2024-08-14",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"305",305,1,"Marie Curtis Park East Beach","30W","2024-08-14",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"306",306,2,"Sunnyside Beach","23W","2024-08-14",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"307",307,2,"Sunnyside Beach","18W","2024-08-14",220,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"308",308,2,"Sunnyside Beach","17W","2024-08-14",160,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"309",309,2,"Sunnyside Beach","20W","2024-08-14",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"310",310,2,"Sunnyside Beach","21W","2024-08-14",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"311",311,2,"Sunnyside Beach","19W","2024-08-14",170,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"312",312,2,"Sunnyside Beach","22W","2024-08-14",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"313",313,1,"Marie Curtis Park East Beach","29W","2024-08-13",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"314",314,1,"Marie Curtis Park East Beach","33W","2024-08-13",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"315",315,1,"Marie Curtis Park East Beach","32W","2024-08-13",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"316",316,1,"Marie Curtis Park East Beach","31W","2024-08-13",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"317",317,1,"Marie Curtis Park East Beach","30W","2024-08-13",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"318",318,2,"Sunnyside Beach","23W","2024-08-13",NA,"No Data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"319",319,2,"Sunnyside Beach","18W","2024-08-13",800,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"320",320,2,"Sunnyside Beach","17W","2024-08-13",160,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"321",321,2,"Sunnyside Beach","20W","2024-08-13",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"322",322,2,"Sunnyside Beach","21W","2024-08-13",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"323",323,2,"Sunnyside Beach","19W","2024-08-13",200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"324",324,2,"Sunnyside Beach","22W","2024-08-13",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"325",325,1,"Marie Curtis Park East Beach","29W","2024-08-12",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"326",326,1,"Marie Curtis Park East Beach","33W","2024-08-12",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"327",327,1,"Marie Curtis Park East Beach","32W","2024-08-12",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"328",328,1,"Marie Curtis Park East Beach","31W","2024-08-12",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"329",329,1,"Marie Curtis Park East Beach","30W","2024-08-12",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"330",330,2,"Sunnyside Beach","23W","2024-08-12",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"331",331,2,"Sunnyside Beach","18W","2024-08-12",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"332",332,2,"Sunnyside Beach","17W","2024-08-12",390,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"333",333,2,"Sunnyside Beach","20W","2024-08-12",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"334",334,2,"Sunnyside Beach","21W","2024-08-12",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"335",335,2,"Sunnyside Beach","19W","2024-08-12",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"336",336,2,"Sunnyside Beach","22W","2024-08-12",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"337",337,1,"Marie Curtis Park East Beach","29W","2024-08-11",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"338",338,1,"Marie Curtis Park East Beach","33W","2024-08-11",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"339",339,1,"Marie Curtis Park East Beach","32W","2024-08-11",150,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"340",340,1,"Marie Curtis Park East Beach","31W","2024-08-11",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"341",341,1,"Marie Curtis Park East Beach","30W","2024-08-11",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"342",342,2,"Sunnyside Beach","23W","2024-08-11",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"343",343,2,"Sunnyside Beach","18W","2024-08-11",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"344",344,2,"Sunnyside Beach","17W","2024-08-11",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"345",345,2,"Sunnyside Beach","20W","2024-08-11",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"346",346,2,"Sunnyside Beach","21W","2024-08-11",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"347",347,2,"Sunnyside Beach","19W","2024-08-11",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
